,group_id,h_cat_pmi,h_cat_tfidf,key_phrases_pmi,key_phrases_tfidf,key_words_pmi,key_words_tfidf,label,lda_pmi,lda_prob,lda_tfidf,links_pmi,links_tfidf,score
0,food_kmeans_plain_0,0.07836233139479745,0.01945058764397653,0.0,0.0,0.0,0.0,food politics,0.0,0.0,0.0,0.0,0.0,0.21052631578947367
1,food_kmeans_plain_0,0.07481227241088922,0.018986133983960304,0.0,0.0,0.0,0.0,nutrition,0.0,0.0,0.0,0.0,0.0,0.6842105263157895
2,food_kmeans_plain_0,0.07435518012196791,0.017799753613635085,0.016717715105032938,0.0030751116616218863,0.015120276057317325,0.00386716629167536,health,0.0,0.0,0.0,0.0,0.0,0.18421052631578946
3,food_kmeans_plain_0,0.07580976937636774,0.01717520035932215,0.0,0.0,0.0,0.0,food additives,0.0,0.0,0.0,0.0,0.0,0.5789473684210527
4,food_kmeans_plain_0,0.043989679888288336,0.01708413544312969,0.0,0.0,0.0,0.0,food and drink,0.0,0.0,0.0,0.0,0.0,0.7368421052631579
5,food_kmeans_plain_0,0.07479289457899742,0.016220054553261486,0.0,0.0,0.0,0.0,branches of biology,0.0,0.0,0.0,0.0,0.0,
6,food_kmeans_plain_0,0.06251428446072285,0.015599706743053662,0.0,0.0,0.0,0.0,food science,0.0,0.0,0.0,0.0,0.0,
7,food_kmeans_plain_0,0.07054712870717113,0.01537935448819016,0.0,0.0,0.0,0.0,chemical substances by use,0.0,0.0,0.0,0.0,0.0,
8,food_kmeans_plain_0,0.07279413214150672,0.014547275339922372,0.0,0.0,0.0,0.0,organic compounds,0.0,0.0,0.0,0.0,0.0,
9,food_kmeans_plain_0,0.04408774267102983,0.014264172683954888,0.0,0.0,0.0,0.0,food ingredients,0.0,0.0,0.0,0.0,0.0,
10,food_kmeans_plain_0,0.0,0.0,0.017168259808759363,0.0042168129754800885,0.0,0.0,food,0.0,0.0,0.0,0.08758429099148503,0.015917935770570206,0.47368421052631576
11,food_kmeans_plain_0,0.0,0.0,0.019792337537896047,0.003805326217514169,0.0,0.0,protein,0.0,0.0,0.0,0.09570648180986076,0.016872015727545108,0.10526315789473684
12,food_kmeans_plain_0,0.0,0.0,0.019388412282020616,0.0037276664987893897,0.0,0.0,acid,0.0,0.0,0.0,0.0,0.0,
13,food_kmeans_plain_0,0.0,0.0,0.018584144255909447,0.0037034460600859297,0.0,0.0,diet,0.0,0.0,0.0,0.0,0.0,0.21052631578947367
14,food_kmeans_plain_0,0.0,0.0,0.019663223599800963,0.0035148520515338386,0.0,0.0,intake,0.0,0.0,0.0,0.0,0.0,0.10526315789473684
15,food_kmeans_plain_0,0.0,0.0,0.01627098463001589,0.003217034911290577,0.0,0.0,process,0.0,0.0,0.0,0.0,0.0,
16,food_kmeans_plain_0,0.0,0.0,0.017832870339181194,0.0031545910774439787,0.0,0.0,glucose,0.0,0.0,0.0,0.07122598847560595,0.012114967148401908,
17,food_kmeans_plain_0,0.0,0.0,0.017645155914558234,0.0031062718757405385,0.0,0.0,reaction,0.0,0.0,0.0,0.0,0.0,
18,food_kmeans_plain_0,0.0,0.0,0.017306826966343992,0.003088092780143441,0.0,0.0,fda,0.0,0.0,0.0,0.0,0.0,
19,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.017935857909091697,0.004627079725952126,effects,0.0,0.0,0.0,0.0,0.0,
20,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.017655265405627164,0.004424230943179711,studies,0.0,0.0,0.0,0.0,0.0,
21,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.014899596315718612,0.004128573000019993,increase,0.0,0.0,0.0,0.0,0.0,
22,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.01579080116779285,0.0038411752923389383,processing,0.0,0.0,0.0,0.0,0.0,0.21052631578947367
23,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.015032356875537348,0.003781687605792985,research,0.0,0.0,0.0,0.0,0.0,
24,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.014562101811676406,0.003701093840753585,results,0.0,0.0,0.0,0.0,0.0,
25,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.016304568861290412,0.003660330105950569,humans,0.0,0.0,0.0,0.0,0.0,
26,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.015433672223835187,0.003658626278039908,acids,0.0,0.0,0.0,0.0,0.0,
27,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.013473513318401577,0.0036559328936756545,industry,0.0,0.0,0.0,0.0,0.0,
28,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,start,0.03339417587132184,0.0,0.012581605788367095,0.0,0.0,
29,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,canada,0.03629156396196992,0.0,0.01255862376324887,0.0,0.0,
30,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,offer,0.03296262116964621,0.0,0.01248075936386071,0.0,0.0,
31,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,beverage,0.03260950817509582,0.0,0.012399429534349677,0.0,0.0,0.21052631578947367
32,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,operate,0.032214609613124466,0.0,0.012283131056283531,0.0,0.0,
33,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,buy,0.03183453618814016,0.0,0.012201481540273205,0.0,0.0,
34,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,available,0.03186635402783816,0.0,0.0121922999147612,0.0,0.0,
35,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,local,0.0316904233036307,0.0,0.0121578104668218,0.0,0.0,
36,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,launch,0.0313498186644515,0.0,0.012053891534860013,0.0,0.0,
37,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,change,0.03121005130526982,0.0,0.012010958078227748,0.0,0.0,
38,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,organic compound,0.0,0.0,0.0,0.10954635897893183,0.018829255103256972,0.15789473684210525
39,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,carbohydrate,0.0,0.0,0.0,0.09542379925154218,0.01647301097936768,0.10526315789473684
40,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,chemical formula,0.0,0.0,0.0,0.07511599781837151,0.012778079261198805,0.15789473684210525
41,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,e number,0.0,0.0,0.0,0.07511599781837151,0.012778079261198805,
42,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,ethanol,0.0,0.0,0.0,0.07310300614444007,0.012723115279176493,
43,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,fat,0.0,0.0,0.0,0.06804625684723067,0.011729249857997528,
44,food_kmeans_plain_0,0.0,0.0,0.0,0.0,0.0,0.0,milk,0.0,0.0,0.0,0.06328777734742433,0.011550894181480949,
45,food_kmeans_plain_1,0.03381466490004514,0.012080227406813285,0.0,0.0,0.0,0.0,companies by industry and year of establishment,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
46,food_kmeans_plain_1,0.03148207689640449,0.010607489363090337,0.0,0.0,0.0,0.0,food product brands,0.0,0.0,0.0,0.0,0.0,1.0
47,food_kmeans_plain_1,0.030880750218248345,0.010519206909789709,0.0,0.0,0.0,0.0,food and drink companies by year of establishment,0.0,0.0,0.0,0.0,0.0,0.35714285714285715
48,food_kmeans_plain_1,0.03144630180902221,0.010352650511316215,0.0,0.0,0.019651162803818657,0.006558646005984806,brands,0.0,0.0,0.0,0.0,0.0,0.32142857142857145
49,food_kmeans_plain_1,0.03071336913644788,0.009974032435075893,0.0,0.0,0.0,0.0,establishments in the united states by year,0.0,0.0,0.0,0.0,0.0,
50,food_kmeans_plain_1,0.030689039788272626,0.00993821358241561,0.0,0.0,0.0,0.0,companies established in the 20th century,0.0,0.0,0.0,0.0,0.0,
51,food_kmeans_plain_1,0.032089416140769024,0.009926715196260372,0.0,0.0,0.0,0.0,brands by product type,0.0,0.0,0.0,0.0,0.0,
52,food_kmeans_plain_1,0.030214253233198464,0.00988673135676757,0.0,0.0,0.0,0.0,companies by year of establishment,0.0,0.0,0.0,0.0,0.0,
53,food_kmeans_plain_1,0.03047421599704877,0.009706232155419927,0.0,0.0,0.0,0.0,establishments in the united states by state,0.0,0.0,0.0,0.0,0.0,
54,food_kmeans_plain_1,0.028706167626493306,0.008999289959902715,0.0,0.0,0.0,0.0,food and drink companies established in the 20th century,0.0,0.0,0.0,0.0,0.0,
55,food_kmeans_plain_1,0.0,0.0,0.02738426830703173,0.009737606668058807,0.02019636030306781,0.007778182599944992,company,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
56,food_kmeans_plain_1,0.0,0.0,0.02064583089434184,0.006015120991757682,0.0,0.0,chain,0.0,0.0,0.0,0.0,0.0,0.5
57,food_kmeans_plain_1,0.0,0.0,0.020317756565390248,0.005765926783587397,0.0,0.0,locations,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
58,food_kmeans_plain_1,0.0,0.0,0.01826452417664431,0.005601261150685704,0.0,0.0,brand,0.0,0.0,0.0,0.0,0.0,0.21428571428571427
59,food_kmeans_plain_1,0.0,0.0,0.019014991093881117,0.005346891914715563,0.0,0.0,stores,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
60,food_kmeans_plain_1,0.0,0.0,0.015220699927000713,0.0045641630267235205,0.0,0.0,products,0.0,0.0,0.0,0.0,0.0,
61,food_kmeans_plain_1,0.0,0.0,0.015023650210900909,0.004220670978339658,0.0163618140186559,0.005227045964933783,business,0.0,0.0,0.0,0.0,0.0,
62,food_kmeans_plain_1,0.0,0.0,0.015159484017342757,0.004059290596758357,0.0,0.0,franchise,0.0,0.0,0.0,0.0,0.0,
63,food_kmeans_plain_1,0.0,0.0,0.014859440997546469,0.004022714632959625,0.0,0.0,announced,0.0,0.0,0.0,0.0,0.0,
64,food_kmeans_plain_1,0.0,0.0,0.014307827611874059,0.003831240563232607,0.018062788643311446,0.005187201142153072,advertising,0.0,0.0,0.0,0.0,0.0,
65,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.018447461306099533,0.00559728570924196,operations,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
66,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.016682544141147254,0.005447696851578634,marketing,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
67,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.012974367099858091,0.005311022788105279,united,0.0,0.0,0.0,0.0,0.0,
68,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.01630122539330027,0.0051031335943999044,sales,0.0,0.0,0.0,0.0,0.0,
69,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.017464701814182804,0.005061006144847309,chains,0.0,0.0,0.0,0.0,0.0,
70,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.014766583370219763,0.0050414663597340105,sold,0.0,0.0,0.0,0.0,0.0,
71,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,early,0.02694313093140564,0.0,0.011252992142860336,0.0,0.0,
72,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,juice,0.026808122261172025,0.0,0.011200420391060851,0.0,0.0,
73,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,white,0.02675082070861157,0.0,0.011179181704705976,0.0,0.0,
74,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,green,0.02626731612854629,0.0,0.010982758417213828,0.0,0.0,
75,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,cultivate,0.026122042344219727,0.0,0.010923143124641595,0.0,0.0,
76,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,india,0.02605000637774136,0.0,0.010893477721131558,0.0,0.0,
77,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,china,0.02603205942191791,0.0,0.010886076085246776,0.0,0.0,
78,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,root,0.02578995485600102,0.0,0.010784192688299886,0.0,0.0,
79,food_kmeans_plain_1,0.0,0.0,0.0,0.0,0.0,0.0,banana,0.02555218115301517,0.0,0.010682657393560398,0.0,0.0,
