,label,tfidf,pmi,h_cat,key_phrases,key_words,lda_label,links,cluster_alg,augmented,LDA,plain
0,vehicle technology,0.051849010500573646,0.23637447107191772,1,0,0,0,0,kmeans_augmented,1,0,0
1,engines,0.044173221152912875,0.2262839570945552,1,0,0,0,0,kmeans_augmented,1,0,0
2,automotive technologies,0.03630858312529152,0.22076483618980994,1,0,0,0,0,kmeans_augmented,1,0,0
3,automotive industry,0.03507079051874749,0.2132387622287937,1,0,0,0,0,kmeans_augmented,1,0,0
4,vehicle parts,0.0350466110765369,0.1855987560887783,1,0,0,0,0,kmeans_augmented,1,0,0
5,motor vehicles,0.03422284868383325,0.20490879823142583,1,0,0,0,0,kmeans_augmented,1,0,0
6,internal combustion engine,0.03260566492527144,0.20139949968193188,1,0,0,0,0,kmeans_augmented,1,0,0
7,rotating machines,0.02909480939056087,0.16132814952332267,1,0,0,0,0,kmeans_augmented,1,0,0
8,engine technology,0.029036470375459478,0.190463780242189,1,0,0,0,0,kmeans_augmented,1,0,0
9,machines,0.027844040165310543,0.09602198700294647,1,0,0,0,0,kmeans_augmented,1,0,0
10,building engineering,0.02145813512075449,0.06746902351962569,1,0,0,0,0,kmeans_augmented,1,0,0
11,industrial processes,0.0213619056011277,0.06631186772281358,1,0,0,0,0,kmeans_augmented,1,0,0
12,chemistry,0.019128539404660697,0.06095351281819762,1,0,0,0,0,kmeans_augmented,1,0,0
13,manufacturing,0.018789916134801563,0.058284936025817934,1,0,0,0,0,kmeans_augmented,1,0,0
14,building materials,0.017643444537352407,0.0625160901039798,1,0,0,0,0,kmeans_augmented,1,0,0
15,materials,0.017629963504063796,0.0570153895284846,1,0,0,0,0,kmeans_augmented,1,0,0
16,chemical engineering,0.01743199299330173,0.06422932685125099,1,0,0,0,0,kmeans_augmented,1,0,0
17,engineering disciplines,0.01713828056259594,0.04419341805536304,1,0,0,0,0,kmeans_augmented,1,0,0
18,artificial materials,0.0164497378787805,0.055478092596581735,1,0,0,0,0,kmeans_augmented,1,0,0
19,architecture,0.01593482056381481,0.055126575580945414,1,0,0,0,0,kmeans_augmented,1,0,0
20,weapons,0.01646703658262345,0.0995481298252716,1,0,0,0,0,kmeans_augmented,1,0,0
21,military technology,0.015227282834973935,0.09463294091514882,1,0,0,0,0,kmeans_augmented,1,0,0
22,aircraft,0.013897566403741868,0.09212942395972161,1,0,0,0,0,kmeans_augmented,1,0,0
23,military science,0.01334462956215397,0.08875778098090163,1,0,0,0,0,kmeans_augmented,1,0,0
24,aerospace engineering,0.012195863705268055,0.07799035601542803,1,0,0,0,0,kmeans_augmented,1,0,0
25,warfare by type,0.011309999693318072,0.07572681944007584,1,0,0,0,0,kmeans_augmented,1,0,0
26,aircraft components,0.01118510393620767,0.07589609296453038,1,0,0,0,0,kmeans_augmented,1,0,0
27,vehicles by type,0.010863150594070779,0.06667903695918345,1,0,0,0,0,kmeans_augmented,1,0,0
28,propulsion,0.010790117923942097,0.057651082038996854,1,0,0,0,0,kmeans_augmented,1,0,0
29,vehicles,0.010562206040430764,0.05507737301939878,1,0,0,0,0,kmeans_augmented,1,0,0
30,main topic classifications,0.015939424565522182,0.04939671475752117,1,0,0,0,0,kmeans_augmented,1,0,0
31,technology,0.014066723217695504,0.03644041424952066,1,0,0,0,0,kmeans_augmented,1,0,0
32,academic disciplines,0.012138981840216726,0.04597448410402562,1,0,0,0,0,kmeans_augmented,1,0,0
33,technological change,0.01198895170421244,0.043807766882989645,1,0,0,0,0,kmeans_augmented,1,0,0
34,society,0.011516656463968095,0.04702401999036301,1,0,0,0,0,kmeans_augmented,1,0,0
35,subfields by academic discipline,0.011315560317290434,0.0363883892384995,1,0,0,0,0,kmeans_augmented,1,0,0
36,technology in society,0.010678241873133702,0.04306228936846429,1,0,0,0,0,kmeans_augmented,1,0,0
37,humans,0.010402350427962986,0.044493362429047695,1,0,0,0,0,kmeans_augmented,1,0,0
38,categories by type,0.01036137718739953,0.028593703608571507,1,0,0,0,0,kmeans_augmented,1,0,0
39,human behavior,0.010305184803516672,0.042550112093267554,1,0,0,0,0,kmeans_augmented,1,0,0
40,computer-related introductions by year,0.010733426531014773,0.039822873497870614,1,0,0,0,0,kmeans_augmented,1,0,0
41,computers,0.010242325909053603,0.0364287434827844,1,0,0,0,0,kmeans_augmented,1,0,0
42,product introductions by year,0.008724794450854887,0.03297894226409195,1,0,0,0,0,kmeans_augmented,1,0,0
43,technology by year,0.008620627868942502,0.03332799519158364,1,0,0,0,0,kmeans_augmented,1,0,0
44,mobile phones,0.008409566435009192,0.03333550953580134,1,0,0,0,0,kmeans_augmented,1,0,0
