article_id,label_id
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
2,39
2,40
2,41
2,42
2,43
2,44
2,45
2,46
2,47
2,48
2,49
2,50
2,51
2,51
2,52
2,53
2,54
2,55
2,56
2,39
2,57
2,58
2,59
2,60
2,61
2,62
2,63
2,64
2,65
2,66
2,67
2,68
2,69
2,70
2,71
2,64
2,72
2,73
2,74
2,75
2,76
2,77
2,78
2,79
2,80
2,81
2,82
2,83
2,84
2,85
2,86
2,87
2,88
2,89
2,90
2,91
2,92
2,93
2,94
2,95
2,96
2,97
2,98
2,99
2,100
2,101
2,102
2,103
2,104
2,105
2,106
2,107
4,108
4,109
4,110
4,111
4,112
4,113
4,114
4,115
4,116
4,117
4,118
4,119
4,120
4,121
4,122
4,123
4,124
4,125
4,126
4,127
4,128
4,129
4,130
4,131
5,132
5,133
5,134
5,135
5,136
5,137
5,138
5,139
5,140
5,141
5,142
5,143
5,144
5,145
5,146
5,147
5,148
5,149
5,150
5,151
5,152
5,153
5,154
5,155
5,156
5,157
5,139
5,158
5,159
5,160
5,161
5,162
5,163
5,164
5,165
5,166
5,167
5,168
5,169
5,170
5,171
5,172
5,173
5,174
5,175
5,176
5,177
5,178
5,179
5,180
5,181
5,182
5,183
5,184
5,185
5,186
5,187
5,188
5,189
5,190
5,191
5,192
5,193
5,194
5,195
5,196
5,197
5,198
6,199
6,200
6,201
6,202
6,203
6,204
6,205
6,206
6,207
6,208
6,209
7,210
7,211
7,212
7,213
7,214
7,215
7,216
7,217
7,210
7,218
7,219
7,220
7,221
7,222
7,223
7,224
7,225
7,226
7,227
7,228
7,229
7,230
7,231
7,232
7,233
7,234
7,235
7,236
7,237
7,238
7,239
8,240
8,241
8,242
8,26
8,243
8,244
8,245
8,246
8,247
8,248
8,249
8,250
8,17
8,251
8,252
8,253
8,254
8,255
8,256
8,257
8,258
8,259
8,260
8,261
8,262
8,263
8,264
8,265
8,266
8,267
8,268
8,269
8,270
8,271
8,272
8,273
9,274
9,134
9,135
9,275
9,276
9,277
9,278
9,139
9,138
9,279
9,280
9,201
9,281
9,282
9,283
9,156
9,284
9,285
9,286
9,287
9,288
9,171
9,173
9,289
9,290
9,291
9,292
9,293
9,294
9,295
9,296
9,297
9,298
9,299
9,300
9,301
9,302
10,303
10,304
10,305
10,306
11,307
11,308
11,309
11,310
12,311
12,312
12,313
12,314
12,315
12,316
12,317
12,318
12,319
12,320
13,321
13,322
13,323
13,324
13,325
13,326
13,326
13,327
13,328
13,329
13,330
13,331
13,332
13,333
13,334
13,335
13,336
13,337
13,338
13,339
13,97
13,340
13,341
13,342
13,343
13,344
13,345
13,346
14,347
14,348
14,349
14,350
15,351
15,352
15,353
15,354
16,355
16,356
16,357
16,358
16,359
16,360
16,361
16,362
16,363
16,364
16,365
16,366
16,367
16,368
16,369
16,370
17,371
17,372
17,373
17,374
17,375
18,376
18,377
18,378
18,379
18,380
18,381
18,382
18,371
18,383
18,384
18,385
18,386
18,387
18,388
18,389
18,390
18,391
18,392
19,393
19,394
19,395
19,396
19,397
19,398
19,399
19,400
19,401
19,395
19,402
19,239
19,403
19,404
20,405
20,406
20,219
20,222
20,407
20,408
20,409
20,410
20,221
20,411
20,412
20,413
20,414
20,415
21,416
21,417
21,418
21,419
21,420
21,421
21,422
21,423
21,424
21,425
22,426
22,427
22,428
22,429
22,430
22,431
22,432
22,433
22,434
22,435
22,436
22,437
22,438
22,439
22,440
22,441
22,442
22,443
22,444
22,445
22,446
22,447
22,448
22,449
22,450
22,451
22,452
22,453
22,454
22,455
22,456
22,457
22,458
22,459
23,460
23,461
23,462
24,463
24,464
24,465
24,466
24,467
24,468
24,469
24,470
24,471
24,472
24,473
24,474
24,475
24,476
24,477
24,478
24,479
24,480
24,481
24,482
25,483
25,484
25,485
25,486
25,487
25,488
25,489
25,490
25,486
25,491
25,492
25,493
25,494
25,495
25,496
25,497
25,498
25,499
25,500
25,501
25,502
25,503
25,504
25,505
25,506
26,507
26,508
26,509
26,510
26,511
26,512
26,513
26,514
26,515
26,516
26,517
26,518
26,519
26,520
26,521
26,522
26,523
