article_id,vector_0,vector_1,vector_2,vector_3,vector_4,vector_5,vector_6,vector_7,vector_8,vector_9,vector_10,vector_11,vector_12,vector_13,vector_14,vector_15,vector_16,vector_17,vector_18,vector_19,vector_20,vector_21,vector_22,vector_23,vector_24,vector_25,vector_26,vector_27,vector_28,vector_29,vector_30,vector_31,vector_32,vector_33,vector_34,vector_35,vector_36,vector_37,vector_38,vector_39,vector_40,vector_41,vector_42,vector_43,vector_44,vector_45,vector_46,vector_47,vector_48,vector_49,vector_50,vector_51,vector_52,vector_53,vector_54,vector_55,vector_56,vector_57,vector_58,vector_59,vector_60,vector_61,vector_62,vector_63,vector_64,vector_65,vector_66,vector_67,vector_68,vector_69,vector_70,vector_71,vector_72,vector_73,vector_74,vector_75,vector_76,vector_77,vector_78,vector_79,vector_80,vector_81,vector_82,vector_83,vector_84,vector_85,vector_86,vector_87,vector_88,vector_89,vector_90,vector_91,vector_92,vector_93,vector_94,vector_95,vector_96,vector_97,vector_98,vector_99
0,0.432205,-0.012134,0.617971,0.274988,-0.718953,-0.134402,-0.367363,-0.406571,0.03364,0.365409,-0.472325,0.7968,-0.42352,-0.286377,-0.241024,0.450844,0.41812,-0.717953,0.517229,-0.343808,-0.144707,0.056204,0.037866,-0.096253,-0.289563,0.256424,0.041539,-0.444373,0.128729,0.467385,-0.296449,-0.297534,-0.644394,-0.2685,-0.032984,0.4818,-0.298657,-0.936806,0.154407,-0.658377,0.330083,-0.018071,-0.045281,-0.148094,0.234886,0.212109,0.536034,-0.105096,0.163674,-0.533812,0.486165,0.171413,0.185773,-0.076004,0.166117,-0.597225,0.562384,-0.153709,-0.265104,-0.306097,0.312547,-0.25975,0.003145,-0.077589,0.132128,0.440109,-0.005682,0.786166,0.581672,0.521342,0.745225,0.323744,-0.123374,0.178648,-0.610915,-1.081497,-0.113143,-0.594287,-0.418939,-0.912754,0.933206,0.35807,-0.272299,0.167964,-0.286665,0.233626,0.113113,-0.5539,-0.417887,-0.341467,-0.805019,0.611689,0.002385,0.263912,0.014664,0.866505,-0.681664,0.251808,0.455699,-0.519183
1,0.436758,-0.22291,0.324334,-0.449646,-0.596568,-0.427816,-0.053144,-0.43974,0.425509,0.671666,-0.336901,-0.019919,0.059099,-0.231546,-0.159588,0.301312,0.395114,-0.027143,0.626958,0.394528,-0.432334,0.489958,0.270495,-0.147439,-0.816035,0.449745,-0.622791,-0.418651,0.397669,0.49392,-0.289237,-0.072659,-0.386977,-0.54641,0.416988,0.572959,0.173686,-0.35892,-0.424987,0.557966,0.236414,0.123168,-0.307584,-0.316984,0.265915,1.076974,-0.261132,0.003199,0.097133,-0.363469,0.618075,-0.076238,0.047222,-0.069539,-0.046095,-0.396992,0.419646,-0.478682,-0.130091,0.180676,0.343915,0.218596,-0.543141,-0.398311,-0.481359,0.707064,0.024493,0.192433,0.183925,0.716743,0.038536,1.227095,0.297261,-0.715664,-0.459362,-1.079078,0.111804,0.018972,-0.232938,-0.308406,0.477075,-0.330536,-0.125604,0.228495,0.16885,0.871895,-0.431591,-0.210493,-0.403659,-0.434532,-0.577178,0.599403,-0.015576,0.321275,-0.345446,0.608371,-0.516982,0.435456,-0.166956,-0.234294
2,0.01688,-0.190663,-0.474639,-0.710202,0.08782,-0.129031,0.607452,-0.423659,0.442775,0.214321,0.048986,0.370945,0.04463,-0.127407,0.067718,0.450686,0.193126,0.218732,0.080897,0.126282,-0.052946,-0.779055,0.383084,0.118229,0.101378,-0.058199,-0.152979,-0.101233,-0.099774,-0.036566,0.02652,-0.581613,0.15048,0.060337,-0.061051,0.346248,-0.132127,-0.389547,0.302081,-0.06706,-0.307614,-0.286059,0.028011,0.054128,0.297186,0.38976,-0.162395,0.190783,0.204601,-0.127266,0.228414,-0.717155,-0.137984,0.444598,-0.039714,-0.325983,-0.39054,-0.074409,-0.522359,-0.451048,0.566701,0.400923,0.322694,0.699032,-0.084876,0.234534,0.683591,-0.325741,-0.42426,0.341676,0.471341,-0.037527,0.548579,-0.246883,-0.20066,0.156316,-0.729972,-0.033203,-0.130537,-0.085046,-0.061515,0.672498,0.193219,-0.230652,-0.026091,0.892399,0.210916,-0.17556,0.248099,0.063424,0.178795,-0.128276,0.174878,0.045258,-0.306867,-0.401054,-0.268338,-0.156702,0.131002,0.146831
3,0.201471,-0.198875,0.912485,0.14373,-0.266261,-0.612411,0.777291,-1.000015,-0.473416,0.009308,0.315418,0.156326,0.016592,-0.519792,0.315498,0.136796,-0.052428,-0.684133,0.843125,0.130578,0.248322,-0.906093,-0.104368,-0.178049,0.22616,-0.237331,-0.885933,0.18971,0.002958,0.046439,-1.022384,-0.118231,-0.570729,-0.29335,-0.398142,0.308357,0.372536,0.255033,-0.150786,-0.002577,0.464215,0.462842,-0.994505,0.054788,0.078835,-0.661654,-0.153303,0.058097,0.103872,-0.175085,-0.147504,-0.421096,0.225689,-0.514223,-0.158555,-0.593767,0.573413,0.056073,-0.250739,-0.445447,0.514201,-0.468083,-0.018996,-0.514671,0.112017,0.532934,0.360451,-0.105454,-0.222152,0.055123,0.207114,0.203797,0.441212,0.533856,0.112951,-0.709626,-0.748124,0.186623,-0.606449,-0.540696,0.218773,0.10389,0.198932,-0.783527,-0.473972,0.041886,-0.222496,-0.149719,0.272034,-0.204957,0.449457,0.746076,0.168587,0.500087,-0.02138,0.003721,-0.547626,-0.236397,0.273416,-0.200503
4,0.49708,-0.241882,-0.018433,0.242631,0.174429,-0.290684,-0.60251,0.376518,-0.067672,0.51399,0.567717,-0.174825,-0.089277,-0.325748,0.088089,0.170344,0.116161,-0.336362,0.349662,0.360186,0.223067,-0.332081,1.037268,-0.428159,-0.238654,-0.554398,-0.260199,0.385753,0.200771,0.017219,-0.506219,0.1661,-0.88118,-0.37066,0.20286,0.512705,0.638459,-0.101159,-0.46502,-0.122434,0.124874,0.273075,-0.54977,-0.129528,0.315002,0.778166,0.751419,0.004677,0.339922,0.401549,0.124024,-0.626446,0.499648,0.014019,-0.118207,-0.368716,0.029228,0.2881,0.159656,0.201594,-0.326465,0.330933,0.412486,0.207563,-0.498302,0.413249,-0.241728,0.070808,-0.100307,0.1978,0.457971,0.197831,-0.009779,-0.304616,-0.035876,-0.704905,-0.526525,-0.022668,-0.664966,-0.23913,0.263481,0.869641,0.513581,0.019906,-0.16703,0.268945,-0.399692,-0.194175,0.796867,0.558315,-0.189098,0.20342,0.24418,0.488817,-0.148046,0.691259,-0.188597,0.424549,-0.146862,0.294881
5,-0.081789,-0.27548,0.642783,-0.001727,0.383124,-0.736549,0.64444,-0.844158,-0.453985,0.026677,0.218265,0.30145,-0.615614,-0.353317,-0.180587,0.569549,-0.186445,-0.862265,0.927705,0.210358,0.381543,-0.730971,0.243,0.013931,0.634407,-0.283794,-0.701888,0.771124,-0.173793,-0.005526,-0.587343,-0.066547,-0.449002,-0.213199,0.167751,0.554598,0.22081,0.33317,-0.289436,0.543969,0.018381,0.230724,-0.843826,-0.080169,0.177016,-0.124651,-0.463362,-0.243157,-0.255311,-0.099734,0.24396,-0.223809,0.128654,-0.872539,0.110606,-0.701266,0.550592,0.218767,0.194969,-1.022519,0.432638,-0.068648,-0.213391,0.025747,-0.116914,1.046374,0.452677,0.120546,0.456245,-0.210066,0.410366,0.162601,0.271903,0.028904,0.267885,-0.95357,-0.540624,-0.099831,-0.756218,-0.10385,0.255006,0.060427,0.400887,-0.442096,0.445144,0.356398,-0.190955,0.143802,-0.533037,0.341093,0.242923,0.786646,0.289604,-0.237474,-0.433063,0.368688,-0.709524,-0.797634,0.697382,0.161487
6,-0.053725,0.259986,0.961753,0.068184,-0.568408,-0.351034,0.204453,-0.626886,-0.143621,0.273159,0.106119,-0.094286,-0.746576,-0.309386,0.293054,0.623373,0.373568,-0.263072,0.545848,0.469533,0.522063,0.603053,0.154017,-0.301152,-0.476195,-0.093118,-0.8908,-0.105629,0.936455,0.28869,0.026166,-1.130371,-0.286738,-0.079039,0.040024,0.488408,0.929661,0.016672,0.339299,0.097483,0.844156,0.013783,0.205602,0.165417,0.389899,0.044731,-0.597202,-0.019684,-0.193521,0.843639,-0.436313,-0.796903,-0.076228,0.820655,-0.090515,-0.177128,0.124691,-0.31895,0.136527,-0.168169,0.799193,-0.026655,0.16181,-0.038883,0.105838,0.531895,0.020152,-0.103228,0.405956,0.545665,0.560201,0.170956,-0.274831,0.082286,-0.520047,-0.067308,-0.528877,-0.318801,-0.506319,-0.31446,0.081668,0.144894,0.28843,0.069493,-0.110283,0.97535,-0.411557,0.163364,-0.295407,-0.731099,-0.150692,-0.035235,-0.178252,-0.495955,0.248529,-0.066344,-0.186994,-0.333911,0.350996,-0.31189
7,0.028208,-0.202005,0.205866,-0.078758,-0.149693,-0.252942,0.279341,-0.008237,-0.14389,0.221853,0.532945,0.164949,0.160978,0.174407,-0.132414,-0.160616,0.484935,-0.26562,0.431794,-0.443164,0.504424,0.021718,0.596004,-0.352771,-0.085161,-0.696721,-0.588794,-0.03125,-0.290109,0.229497,-0.274434,-0.368987,0.046017,-0.195172,0.305541,0.266015,-0.148134,-0.305626,0.449843,-0.409195,-0.045785,0.084505,0.187532,-0.03878,0.316789,0.15509,0.427198,0.199848,0.063458,0.755505,-0.180946,-0.509349,0.918514,0.031894,0.377467,-0.609354,0.146944,-0.83299,0.2634,-0.323652,0.573069,-0.099098,0.296715,0.404273,0.277242,0.676881,0.06588,0.119565,-0.211229,0.459725,0.271059,0.309063,-0.124111,-0.110548,-0.300034,-0.459906,-0.001121,0.253284,-0.402078,-0.399558,0.461362,0.203318,0.010327,-0.762431,-0.345621,0.442393,-0.029794,-0.51298,0.3627,0.534342,-0.629715,0.790025,0.484404,0.325057,-0.539412,0.719098,-0.14111,0.225304,0.242272,-0.473588
8,0.471302,-0.541767,0.264438,-0.734343,-0.409003,-0.55429,0.114839,-0.333846,-0.033687,-0.087663,-0.488646,0.324908,0.220828,0.047705,0.3846,0.324784,0.340166,-0.623454,0.84893,0.025266,-0.108755,0.575698,0.420613,0.08657,-0.604172,-0.101108,-0.564949,-0.161445,0.424317,0.127084,-0.305477,-0.103913,-0.467169,-0.641385,0.455097,0.174643,0.103374,-0.307986,-0.015466,0.161977,0.165608,0.377892,-0.185596,0.262888,0.267802,1.008708,0.085776,0.093627,0.056626,-0.745388,0.562955,-0.201258,0.15723,-0.080909,0.091151,-0.274732,0.268967,-0.053999,0.02497,0.577704,0.726951,0.231819,-0.128586,-0.342312,-0.754772,0.756139,-0.377287,0.232422,0.000805,0.902846,0.009367,0.612813,0.039501,-0.491743,-0.442947,-1.353279,0.592196,-0.230783,0.375122,-0.619496,0.553479,0.355148,-0.191906,0.179965,0.464469,0.436514,-0.520898,0.575367,0.260632,-0.127452,-0.19827,0.594939,0.127155,0.014788,-0.808204,0.545516,-1.090064,-0.253057,-0.229198,-0.237186
9,-0.247894,-0.27523,0.809862,-0.125291,0.16507,-0.823976,1.276115,-0.967825,0.020953,0.409523,0.039004,0.019279,-0.293403,-0.12035,0.164388,0.610492,0.230692,-0.811926,0.978472,0.22857,0.503872,-0.441415,-0.452476,-0.169264,0.628724,-0.723456,-0.705555,0.142204,0.270446,0.363293,-0.528418,-0.136893,0.073132,-0.132947,-0.03246,-0.030708,0.452956,-0.003728,-0.339054,0.192553,0.321318,0.441332,-0.974833,-0.400994,0.373557,0.393748,-0.838004,-0.068695,-0.533361,-0.447451,0.424654,0.158874,0.430417,-0.539831,0.551093,-0.157666,0.621333,-0.476132,0.243746,-0.613062,0.26927,-0.289591,-0.326876,-0.050667,0.051968,0.684688,0.220793,0.133589,-0.099281,-0.352663,0.59517,0.207922,0.526004,-0.181737,0.024465,-0.130922,-0.42227,0.09487,-0.240373,-0.107445,0.283243,-0.027435,0.464996,-0.426034,-0.378244,0.572798,-0.305871,0.185335,-0.314532,0.408912,0.053768,0.574426,0.063227,0.102548,-0.201818,0.812793,-0.474102,-0.422246,0.299524,0.130079
