,label,tfidf,pmi,country,h_cat,key_phrases,key_words,lda_label,links,cluster_alg,augmented,LDA,plain
0,internet engineering task force,0.040792469912115055,0.20852368733963328,0,0,0,0,0,1,kmeans_augmented,1,0,0
1,internet service provider,0.035787833425699675,0.17306763949232187,0,0,0,0,0,1,kmeans_augmented,1,0,0
2,transmission control protocol,0.030781321178793772,0.16875870510277297,0,0,0,0,0,1,kmeans_augmented,1,0,0
3,ipv6,0.030388818665034966,0.16567635432464015,0,0,0,0,0,1,kmeans_augmented,1,0,0
4,internet protocol,0.026933656031444552,0.14766386696492634,0,0,0,0,0,1,kmeans_augmented,1,0,0
5,ip address,0.026807968057321566,0.13964387495535682,0,0,0,0,0,1,kmeans_augmented,1,0,0
6,transport layer security,0.02582152371049933,0.14195274490256726,0,0,0,0,0,1,kmeans_augmented,1,0,0
7,ipv4,0.02390013825598805,0.13274312779425435,0,0,0,0,0,1,kmeans_augmented,1,0,0
8,ietf,0.021403259766111543,0.11915639276550473,0,0,0,0,0,1,kmeans_augmented,1,0,0
9,computer network,0.020010969034342487,0.10846972076859848,0,0,0,0,0,1,kmeans_augmented,1,0,0
10,youtube,0.032995992419547905,0.1651069613353532,1,0,0,0,0,1,kmeans_augmented,1,0,0
11,twitter,0.022095924011668114,0.10499889707040891,1,0,0,0,0,1,kmeans_augmented,1,0,0
12,the new york times,0.02129985066706398,0.10691493533811709,1,0,0,0,0,1,kmeans_augmented,1,0,0
13,alexa internet,0.016568389419910814,0.0912607236219442,1,0,0,0,0,1,kmeans_augmented,1,0,0
14,web series,0.01285125150879528,0.07314529908275678,1,0,0,0,0,1,kmeans_augmented,1,0,0
15,blog,0.01234599549453486,0.06781178769130576,1,0,0,0,0,1,kmeans_augmented,1,0,0
16,netflix,0.01210183549459331,0.06852559598279319,1,0,0,0,0,1,kmeans_augmented,1,0,0
17,viral video,0.011375131262602135,0.06472943370533732,1,0,0,0,0,1,kmeans_augmented,1,0,0
18,the wall street journal,0.010406657684693682,0.05872360995948128,1,0,0,0,0,1,kmeans_augmented,1,0,0
19,wikipedia,0.010005734641630949,0.05584500162813416,1,0,0,0,0,1,kmeans_augmented,1,0,0
20,facebook,0.02875598298093107,0.10645942584497668,2,0,0,0,0,1,kmeans_augmented,1,0,0
21,new york city,0.02427838377588417,0.09884991544950208,2,0,0,0,0,1,kmeans_augmented,1,0,0
22,android,0.021520219478400444,0.08634177650856255,2,0,0,0,0,1,kmeans_augmented,1,0,0
23,e-commerce,0.02046360536719045,0.08384303554470914,2,0,0,0,0,1,kmeans_augmented,1,0,0
24,united states,0.019481423427065693,0.07479994520150535,2,0,0,0,0,1,kmeans_augmented,1,0,0
25,san francisco,0.0172831326662979,0.07111479225422254,2,0,0,0,0,1,kmeans_augmented,1,0,0
26,yahoo!,0.016767021299752688,0.069224057137317,2,0,0,0,0,1,kmeans_augmented,1,0,0
27,ios,0.016314056381805393,0.06624088125860604,2,0,0,0,0,1,kmeans_augmented,1,0,0
28,ebay,0.015612754242848996,0.06464244084062334,2,0,0,0,0,1,kmeans_augmented,1,0,0
29,forbes,0.014997079341186086,0.061958325650009215,2,0,0,0,0,1,kmeans_augmented,1,0,0
30,tor,0.027176508497826345,0.13225064911439297,3,0,0,0,0,1,kmeans_augmented,1,0,0
31,bittorrent,0.022494323422110878,0.10929427779508964,3,0,0,0,0,1,kmeans_augmented,1,0,0
32,the guardian,0.022060921059860693,0.10663935606727369,3,0,0,0,0,1,kmeans_augmented,1,0,0
