article_id,label_id
0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,117
0,118
0,119
0,120
0,121
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,19
1,20
1,137
1,138
1,139
1,140
1,141
1,142
1,143
1,144
1,145
1,146
1,147
1,148
1,149
1,150
1,151
1,152
1,153
1,154
1,155
1,156
1,157
1,158
1,159
1,160
1,161
1,162
1,163
1,164
1,165
1,166
1,167
1,168
1,169
1,170
1,171
1,172
1,173
1,174
1,175
1,176
1,177
1,178
1,179
1,180
1,181
1,182
1,183
1,184
1,185
1,186
1,187
1,188
1,189
1,190
1,191
1,192
1,193
1,194
1,195
1,196
1,197
1,198
1,199
1,200
1,201
1,202
1,203
1,204
1,205
1,206
1,207
1,208
1,209
1,210
1,211
1,212
1,213
1,214
1,215
1,216
1,217
1,218
1,219
1,220
1,221
1,222
1,223
1,224
1,225
1,226
1,227
1,228
1,229
1,230
1,231
1,232
1,233
1,234
1,235
2,236
2,237
2,238
2,239
2,240
2,6
2,241
2,242
2,243
2,244
2,9
2,245
2,246
2,12
2,13
2,247
2,16
2,248
2,17
2,249
2,19
2,20
2,250
2,251
2,252
2,253
2,254
2,24
2,25
2,255
2,256
2,257
2,258
2,259
2,260
2,261
2,262
2,263
2,264
2,265
2,33
2,266
2,267
2,36
2,268
2,269
2,270
2,271
2,272
2,273
2,274
2,275
2,43
2,276
2,277
2,278
2,279
2,46
2,280
2,281
2,282
2,283
2,284
2,285
2,51
2,286
2,287
2,288
2,289
2,53
2,290
2,291
2,292
2,293
2,55
2,294
2,295
2,296
2,297
2,298
2,62
2,299
2,300
2,301
2,71
2,302
2,303
2,304
2,305
2,306
2,307
2,308
2,75
2,76
2,77
2,309
2,310
2,80
2,82
2,311
2,312
2,313
2,314
2,86
2,315
2,316
2,317
2,318
2,319
2,320
2,321
2,322
2,323
2,324
2,325
2,326
2,327
2,96
2,328
2,329
2,330
2,331
2,332
2,333
2,334
2,104
2,335
2,336
2,337
2,338
2,339
2,340
2,341
2,342
2,343
2,344
2,345
2,346
2,113
2,347
2,348
2,349
2,350
3,351
3,352
3,353
3,354
3,355
3,356
3,357
3,358
3,359
3,360
3,361
3,362
3,139
3,363
3,364
3,146
3,365
3,366
3,367
3,368
3,369
3,370
3,371
3,372
3,373
3,374
3,375
3,376
3,377
3,378
3,379
3,380
3,381
3,382
3,49
3,383
3,172
3,384
3,385
3,386
3,387
3,388
3,389
3,390
3,391
3,392
3,393
3,394
3,395
3,396
3,397
3,398
3,399
3,189
3,400
3,401
3,193
3,402
3,197
3,403
3,404
3,405
3,406
3,407
3,408
3,409
3,410
3,411
3,412
3,209
3,413
3,211
3,414
3,415
3,416
3,417
3,418
3,419
3,420
3,421
3,422
3,423
3,424
3,425
3,426
3,427
3,428
3,429
3,430
3,431
3,432
3,118
4,433
4,434
4,435
4,436
4,241
4,437
4,438
4,246
4,439
4,440
4,14
4,441
4,442
4,443
4,444
4,445
4,19
4,362
4,20
4,446
4,447
4,252
4,448
4,449
4,450
4,451
4,452
4,453
4,264
4,454
4,455
4,363
4,456
4,457
4,367
4,152
4,458
4,459
4,460
4,375
4,461
4,462
4,463
4,464
4,283
4,381
4,285
4,49
4,465
4,466
4,467
4,468
4,469
4,470
4,471
4,172
4,472
4,388
4,473
4,474
4,475
4,476
4,477
4,478
4,479
4,480
4,481
4,318
4,482
4,483
4,197
4,484
4,485
4,486
4,487
