label_id,label
0,Applied microbiology
1,Otology
2,Qualia
3,Food and drink
4,Alkanoic acids
5,Living arrangements
6,Food additives
7,European Union law
8,Food politics
9,Molecules
10,Bactericides
11,Microbiology
12,Food ingredients
13,Otorhinolaryngology
14,Carboxylic acids
15,Chemical substances
16,Consciousness
17,Acid–base chemistry
18,United Nations organizations based in Geneva
19,Optics
20,Optical devices
21,Alchemical processes
22,Otologicals
23,Euthenics
24,Senses
25,Acids
26,Pharmaceutical microbiology
27,Food chemistry
28,Home
29,Flavors
30,Antimicrobials
31,Photography equipment
32,Household chemicals
33,Subjective experience
34,Chemical substances by use
35,Acetic acids
36,Food science
37,Drugs
38,Photographic chemicals
39,Homogeneous chemical mixtures
40,United Nations Economic and Social Council
41,United Nations specialized agencies
42,Gustation
43,World Health Organization essential medicines
44,Pharmacology
45,Chemical industry
46,Equipment
47,Drugs by target organ system
48,Biocides
49,Science of photography
50,Oenology
51,Auditory system
52,Commodity chemicals
53,Products of chemical industry
54,Intergovernmental organizations established by treaty
55,Chemical compounds
56,Organ systems
57,Goods (economics)
58,Wine chemistry
59,Acids in wine
60,Photography
61,Personal life
62,Emergency organizations
63,United Nations Development Group
64,E-number additives
65,Medical treatments
66,Products by type
67,Consumer protection law
68,Aesthetics
69,Nutrition
70,European Union consumer protection law
71,International medical and health organizations
72,Solutions
73,Human habitats
74,Hygiene
75,Public health organizations
76,Artificial materials
77,Medical hygiene
78,Commodities
79,Food industry
80,Patient safety
81,Global health
82,Applied sciences
83,Foods
84,Chemicals in medicine
85,World Health Organization
86,Antiseptics
87,Solvents
88,Chemical engineering
89,Organizations based in New Jersey
90,Utah law
91,Tourism in the United States by state
92,Beer in New Jersey
93,New Jersey wine
94,Food and drink in the United States by state
95,Alcohol in the United States
96,Law by country subdivision
97,Beer in the United States
98,Beer by country
99,Drink companies of the United States
100,Mid-Atlantic states
101,Politics of the United States by state
102,New Jersey
103,Utah
104,Mid-Atlantic culture
105,States of the East Coast of the United States
106,Wine regions of the United States
107,American culture by state
108,Companies of the United States by state
109,Culture of the Northeastern United States
110,Agriculture in New Jersey
111,Federalism in the United States
112,Regions of the United States by state
113,Wine regions of the United States by state
114,Alcohol law in the United States
115,State law in the United States
116,Companies based in New Jersey
117,Tourism in New Jersey
118,Food and drink in New Jersey
119,Alcohol law in the United States by state
120,Cereals in the United States
121,New Jersey law
122,Food and drink in the United States
123,Agriculture in the United States by state
124,United States law
125,Categories by state of the United States
126,Beer in North America
127,Alcohol law by country
128,United States law by issue
129,States of the United States
130,American alcoholic drinks
131,New Jersey culture
132,Economy of New Jersey
133,Fossils by significance
134,Vertebrates of the United States
135,Life
136,Living fossils
137,Vulnerability
138,Fish of the United States
139,Freshwater fish by country
140,Water in the United States
141,Acipenseriformes
142,IUCN Red List vulnerable species
143,Organisms
144,Species described in 1792
145,Polyodontidae
146,Biota by conservation status
147,Environment of Canada
148,Fish by location
149,Fish described in 1792
150,Freshwater fish of North America
151,Fish by year of formal description
152,Vertebrates by country
153,Freshwater fish by location
154,Vertebrates of Canada
155,Fish of Canada
156,Fauna of Canada
157,IUCN Red List
158,Freshwater fish of the United States
159,Fish of the Americas
160,Water by country
161,Species by IUCN Red List category
162,Animals described in 1792
163,Vertebrates of North America
164,Freshwater fish by continent
165,Fossils
166,Fish of North America
167,Vulnerable species
168,Chondrostei
169,Species by conservation status
170,Fish by country
171,Fish described in the 18th century
172,Physical objects
173,Fish by continent
174,Animals described in the 18th century
175,Water in North America
176,Water in Canada
177,Edible fungi
178,Ethnobotany
179,Basque
180,Categories by continent
181,Environment of North America
182,Fungi of North America
183,Biota of China
184,Natural history of Europe
185,Biota by country
186,Culture by ethnicity
187,Fungi of Africa
188,Biota of North America
189,Food and drink by region
190,Natural history of Africa
191,European cuisine
192,French cuisine by region
193,Mediterranean cuisine
194,Basque culture
195,Fungi by location
196,Basque cuisine
197,Western cuisine
198,Natural history of North America
199,Cuisine by continent
200,Environment of China
201,Species described in 1789
202,African cuisine
203,Forest products
204,Traditions by ethnic group
205,Fungi by country
206,Mediterranean
207,Taxa described in 1789
208,Biota of Asia
209,Fungi of China
210,Types of food
211,Fungi and humans
212,World cuisine
213,1789 in the environment
214,Palearctic ecozone biota
215,Spanish culture by autonomous community
216,Fungi by continent
217,Biota by continent
218,Boletales
219,Categories by type
220,Indigenous culture of Europe
221,Boletaceae
222,Fungi by edibility
223,Food and drink in Europe
224,Traditional knowledge
225,Species described in the 18th century
226,Natural history of China
227,Nearctic ecozone biota
228,Fungi described in 1789
229,Regional French culture
230,Spanish cuisine
231,Cuisine by region
232,Boletus
233,Biota of Africa
234,Fungi of Asia
235,Biota of Europe
236,Basque Country (autonomous community)
