,article_name,country,treatment
0,Muhammad al-Durrah incident,0,kmeans_augmented
1,George Orwell bibliography,0,kmeans_augmented
2,Al Franken,0,kmeans_augmented
3,Anonymous (group),0,kmeans_augmented
4,Ars Technica,0,kmeans_augmented
5,Beck v. Eiland-Hall,0,kmeans_augmented
6,Bomis,0,kmeans_augmented
7,C-SPAN,0,kmeans_augmented
8,Freedom of Speech (painting),0,kmeans_augmented
9,John Stossel,0,kmeans_augmented
10,Nat Hentoff,0,kmeans_augmented
11,Neal Boortz,0,kmeans_augmented
12,Project Chanology,0,kmeans_augmented
13,The Daily Stormer,0,kmeans_augmented
14,View of the World from 9th Avenue,0,kmeans_augmented
15,Al Jazeera controversies and criticism,0,kmeans_augmented
16,Amy Goodman,0,kmeans_augmented
17,Barack Obama on social media,0,kmeans_augmented
18,Bernie Ward,0,kmeans_augmented
19,Bill Moyers,0,kmeans_augmented
20,Bloody Saturday (photograph),0,kmeans_augmented
21,Bob Woodruff,0,kmeans_augmented
22,Buckminster Fuller,0,kmeans_augmented
23,CNN controversies,0,kmeans_augmented
24,Censorship,0,kmeans_augmented
25,Christopher Hitchens,0,kmeans_augmented
26,Conrad Black,0,kmeans_augmented
27,Ed Schultz,0,kmeans_augmented
28,Edward R. Murrow,0,kmeans_augmented
29,Firing of Shirley Sherrod,0,kmeans_augmented
30,George Orwell,0,kmeans_augmented
31,Grub Street,0,kmeans_augmented
32,Jean Baudrillard,0,kmeans_augmented
33,LGBT in Islam,0,kmeans_augmented
34,Life (magazine),0,kmeans_augmented
35,Maricopa County Sheriff's Office controversies,0,kmeans_augmented
36,Media Research Center,0,kmeans_augmented
37,Michael Bloomberg,0,kmeans_augmented
38,Newsweek,0,kmeans_augmented
39,Pat Robertson,0,kmeans_augmented
40,Plame affair,0,kmeans_augmented
41,RT (TV network),0,kmeans_augmented
42,Radio Télévision Libre des Mille Collines,0,kmeans_augmented
43,Robert Novak,0,kmeans_augmented
44,Sean Hannity,0,kmeans_augmented
45,Serial (podcast),0,kmeans_augmented
46,Seymour Hersh,0,kmeans_augmented
47,The Guardian,0,kmeans_augmented
48,The Washington Post,0,kmeans_augmented
49,Time (magazine),0,kmeans_augmented
50,USA Today,0,kmeans_augmented
51,Adbusters,0,kmeans_augmented
52,Afghan War documents leak,0,kmeans_augmented
53,Air America (radio network),0,kmeans_augmented
54,Alternative media,0,kmeans_augmented
55,Balloon boy hoax,0,kmeans_augmented
56,Bernie Bro,0,kmeans_augmented
57,Black propaganda,0,kmeans_augmented
58,Censorship in China,0,kmeans_augmented
59,Cindy Sheehan,0,kmeans_augmented
60,Conflict-of-interest editing on Wikipedia,0,kmeans_augmented
61,Disinformation,0,kmeans_augmented
62,Foreign Affairs,0,kmeans_augmented
63,Gavin McInnes,0,kmeans_augmented
64,Godey's Lady's Book,0,kmeans_augmented
65,Henry Luce,0,kmeans_augmented
66,History of propaganda,0,kmeans_augmented
67,Incipit,0,kmeans_augmented
68,Iraq War documents leak,0,kmeans_augmented
69,Leveson Inquiry,0,kmeans_augmented
70,Lying press,0,kmeans_augmented
71,Matt Drudge,0,kmeans_augmented
72,Media Matters for America,0,kmeans_augmented
73,Media bias,0,kmeans_augmented
74,Media bias in the United States,0,kmeans_augmented
75,Michael Moore,0,kmeans_augmented
76,National Post,0,kmeans_augmented
77,Newsmax Media,0,kmeans_augmented
78,Polandball,0,kmeans_augmented
79,ProPublica,0,kmeans_augmented
80,Propaganda,0,kmeans_augmented
81,Pulitzer Prize,0,kmeans_augmented
82,Rachel Maddow,0,kmeans_augmented
83,Racial bias in criminal news in the United States,0,kmeans_augmented
84,Reuters,0,kmeans_augmented
85,Rush Limbaugh,0,kmeans_augmented
86,Rush Limbaugh–Sandra Fluke controversy,0,kmeans_augmented
87,Satanic panic (South Africa),0,kmeans_augmented
88,Sensationalism,0,kmeans_augmented
89,Spiral of silence,0,kmeans_augmented
90,The Daily Telegraph,0,kmeans_augmented
91,The Independent,0,kmeans_augmented
92,The Jerusalem Post,0,kmeans_augmented
93,The New York Times,0,kmeans_augmented
94,The New Yorker,0,kmeans_augmented
95,The Young Turks,0,kmeans_augmented
96,Tucker Carlson,0,kmeans_augmented
97,Vice News,0,kmeans_augmented
